352,0.056499220706798414,0.655518286720987,0.67008547008547
384,0.056425522874902795,0.6721431148353232,0.6974358974358974
416,0.05692523938638193,0.7097212890277044,0.7452991452991453
448,0.056573329148469145,0.7399560679767938,0.7794871794871795
480,0.05807343677238182,0.7627614575412991,0.8068376068376069
512,0.057314016200878004,0.7773078773874267,0.8256410256410256
544,0.057573415614940504,0.7766869848354195,0.8341880341880342
576,0.05846235045680293,0.7876413672358805,0.8512820512820513
608,0.06062900578534162,0.8118285891763705,0.8683760683760684
640,0.061295646208303946,0.8291619759542016,0.8717948717948718
672,0.06285089475137216,0.8366759383292752,0.8769230769230769
704,0.06899915359638355,0.8461336522095038,0.8991452991452992
736,0.06518450048234728,0.8731173166931682,0.9128205128205128
768,0.06764728051644785,0.8766834941263046,0.9145299145299145
800,0.07362922032674153,0.8867929320135203,0.9264957264957265
832,0.07736940295607955,0.8605222890762106,0.905982905982906
864,0.0884248901296545,0.8788985116190998,0.9179487179487179
