352,0.057128981307700825,0.6122065240464792,0.629059829059829
384,0.05779558640939218,0.6284274940363692,0.6547008547008547
416,0.05833281411064996,0.6807987198273574,0.7196581196581197
448,0.057795568748756694,0.7088474484178818,0.7504273504273504
480,0.05855507762343795,0.7212471942434101,0.7692307692307693
512,0.05866590252629033,0.7472823473618966,0.8
544,0.059202781429997194,0.7433228438323897,0.8068376068376069
576,0.05907336429313377,0.7616006641118439,0.8273504273504273
608,0.061277173183582445,0.7834379212023691,0.841025641025641
640,0.06131392496603506,0.7958661051583308,0.841025641025641
672,0.06227695500409162,0.7965496037584961,0.8427350427350427
704,0.06707342465718587,0.8006797748111817,0.8598290598290599
736,0.06457331003966155,0.7993060456596747,0.8478632478632478
768,0.06790627815105298,0.7701125444997994,0.8222222222222222
800,0.07801775579099302,0.752708086817564,0.8085470085470086
832,0.07579584033400924,0.7181832495149488,0.7829059829059829
864,0.08824019520371049,0.6993868196074077,0.7623931623931623
