320,0.05744986057281494,0.3286140624879301,0.333804143126177
352,0.05859944224357605,0.39732386306970874,0.423728813559322
384,0.059254846572875976,0.48452697888570656,0.5174199623352166
416,0.058499701023101806,0.530673253809613,0.5696798493408662
448,0.05790969729423523,0.5776417627185935,0.6252354048964218
480,0.05841977596282959,0.6375997481962332,0.6850282485875706
512,0.059139882326126096,0.6754029086474166,0.7264595103578154
544,0.06119970917701721,0.7066594428854525,0.7589453860640302
576,0.062459876537322996,0.7338485145980536,0.7871939736346516
608,0.06484476923942566,0.7614268443146943,0.8149717514124294
640,0.06706981658935547,0.7749315412818139,0.8319209039548022
672,0.07037455320358277,0.8040499318105355,0.8568738229755178
704,0.07467430830001831,0.8336340942726005,0.8775894538606404
736,0.07610957980155945,0.8390817165333806,0.8865348399246704
768,0.07928483247756958,0.8688998463610693,0.902542372881356
800,0.08475467443466186,0.8840754658396299,0.911487758945386
